,Artist,Title,Writers,Producer,Year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
55,The Stooges,I Wanna Be Your Dog,"Dave Alexander, Ron Asheton, Scott Asheton, Iggy Pop",John Cale,69,672N8DGGTOLCOgWe0koX5g,62,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,audio_features,672N8DGGTOLCOgWe0koX5g,spotify:track:672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/tracks/672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/audio-analysis/672N8DGGTOLCOgWe0koX5g,188560,4
56,Elvis Presley,Love Me Tender,"Presley, Vera Watson",Steve Sholes,56,4GAhAw0RCzNVP976NRMOqO,58,0.396,0.0373,9,-18.642,1,0.0416,0.907,4.41e-05,0.111,0.302,103.051,audio_features,4GAhAw0RCzNVP976NRMOqO,spotify:track:4GAhAw0RCzNVP976NRMOqO,https://api.spotify.com/v1/tracks/4GAhAw0RCzNVP976NRMOqO,https://api.spotify.com/v1/audio-analysis/4GAhAw0RCzNVP976NRMOqO,161360,3
57,The Rolling Stones,Beast of Burden,"Mick Jagger, Keith Richards",The Glimmer Twins,78,77oU2rjC5XbjQfNe3bD6so,75,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,audio_features,77oU2rjC5XbjQfNe3bD6so,spotify:track:77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/tracks/77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/audio-analysis/77oU2rjC5XbjQfNe3bD6so,265173,4
58,Love,Alone Again Or,Bryan MacLean,"Arthur Lee, Bruce Botnick",68,1XuccRABkfUVB4FjSVhjL1,63,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,audio_features,1XuccRABkfUVB4FjSVhjL1,spotify:track:1XuccRABkfUVB4FjSVhjL1,https://api.spotify.com/v1/tracks/1XuccRABkfUVB4FjSVhjL1,https://api.spotify.com/v1/audio-analysis/1XuccRABkfUVB4FjSVhjL1,197275,4
59,Wilson Pickett,Mustang Sally,Sir Mack Rice,Jerry Wexler,66,5Sz09kaSzvpTC8lgm5W8Mt,60,0.725,0.327,0,-17.714,1,0.0387,0.113,0.326,0.214,0.688,110.438,audio_features,5Sz09kaSzvpTC8lgm5W8Mt,spotify:track:5Sz09kaSzvpTC8lgm5W8Mt,https://api.spotify.com/v1/tracks/5Sz09kaSzvpTC8lgm5W8Mt,https://api.spotify.com/v1/audio-analysis/5Sz09kaSzvpTC8lgm5W8Mt,187760,4
60,Led Zeppelin,Ramble On,"Jimmy Page, Robert Plant",Page,69,3MODES4TNtygekLl146Dxd,71,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,audio_features,3MODES4TNtygekLl146Dxd,spotify:track:3MODES4TNtygekLl146Dxd,https://api.spotify.com/v1/tracks/3MODES4TNtygekLl146Dxd,https://api.spotify.com/v1/audio-analysis/3MODES4TNtygekLl146Dxd,263333,4
61,Gladys Knight and the Pips,Midnight Train to Georgia,Jim Weatherly,Tony Camillo,73,7MF7QAodbGzNYav5ZfIhAY,71,0.594,0.38,10,-12.059,0,0.0455,0.273,2.87e-05,0.1,0.446,92.004,audio_features,7MF7QAodbGzNYav5ZfIhAY,spotify:track:7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/tracks/7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/audio-analysis/7MF7QAodbGzNYav5ZfIhAY,279333,4
62,Fats Domino,Ain't It a Shame,"Dave Bartholomew, Domino",Bartholomew,55,4TtymnqQiN24mkJ8M2AjI5,18,0.545,0.24,11,-11.202,1,0.0336,0.559,2.24e-06,0.117,0.943,125.058,audio_features,4TtymnqQiN24mkJ8M2AjI5,spotify:track:4TtymnqQiN24mkJ8M2AjI5,https://api.spotify.com/v1/tracks/4TtymnqQiN24mkJ8M2AjI5,https://api.spotify.com/v1/audio-analysis/4TtymnqQiN24mkJ8M2AjI5,145840,4
63,The Clash,(White Man) In Hammersmith Palais,"Mick Jones, Joe Strummer",The Clash,79,45xBWOa6oEAk1WlVyr5QAB,49,0.692,0.702,9,-6.399,1,0.0369,0.131,5.78e-06,0.0855,0.831,102.768,audio_features,45xBWOa6oEAk1WlVyr5QAB,spotify:track:45xBWOa6oEAk1WlVyr5QAB,https://api.spotify.com/v1/tracks/45xBWOa6oEAk1WlVyr5QAB,https://api.spotify.com/v1/audio-analysis/45xBWOa6oEAk1WlVyr5QAB,240560,4
64,Solomon Burke,Everybody Needs Somebody to Love,"Burke, Bert Berns,  Jerry Wexler",Berns,64,4NL8D4RQsC6ux6eI3m3Lg5,58,0.629,0.543,8,-9.185,1,0.045,0.145,0.0,0.116,0.858,75.519,audio_features,4NL8D4RQsC6ux6eI3m3Lg5,spotify:track:4NL8D4RQsC6ux6eI3m3Lg5,https://api.spotify.com/v1/tracks/4NL8D4RQsC6ux6eI3m3Lg5,https://api.spotify.com/v1/audio-analysis/4NL8D4RQsC6ux6eI3m3Lg5,166067,4
65,U2,New Year's Day,"Bono, the Edge, Adam Clayton, Larry Mullen Jr.",Steve Lillywhite,83,7ErWGndDTgKlSkVKe9XDNJ,58,0.53,0.783,4,-6.768,1,0.0311,0.0033,0.0107,0.319,0.571,133.662,audio_features,7ErWGndDTgKlSkVKe9XDNJ,spotify:track:7ErWGndDTgKlSkVKe9XDNJ,https://api.spotify.com/v1/tracks/7ErWGndDTgKlSkVKe9XDNJ,https://api.spotify.com/v1/audio-analysis/7ErWGndDTgKlSkVKe9XDNJ,235773,4
66,Deep Purple,Smoke on the Water,"Ritchie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Deep Purple,73,5SAUIWdZ04OxYfJFDchC7S,66,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,audio_features,5SAUIWdZ04OxYfJFDchC7S,spotify:track:5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/tracks/5SAUIWdZ04OxYfJFDchC7S,https://api.spotify.com/v1/audio-analysis/5SAUIWdZ04OxYfJFDchC7S,342173,4
67,Rolling Stones,Tumbling Dice,"Mick Jagger, Keith Richards",Jimmy Miller,72,4P9CeNqN0HrhS3FcPMUlG1,34,0.4,0.897,4,-4.685,1,0.0582,0.315,0.000418,0.588,0.758,115.635,audio_features,4P9CeNqN0HrhS3FcPMUlG1,spotify:track:4P9CeNqN0HrhS3FcPMUlG1,https://api.spotify.com/v1/tracks/4P9CeNqN0HrhS3FcPMUlG1,https://api.spotify.com/v1/audio-analysis/4P9CeNqN0HrhS3FcPMUlG1,304280,4
68,Green Day,American Idiot,Green Day,"Rob Cavallo, Green Day",04,6nTiIhLmQ3FWhvrGafw2zj,80,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,audio_features,6nTiIhLmQ3FWhvrGafw2zj,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,176346,4
69,The Smiths,"William, It Was Really Nothing","Johnny Marr, Morrissey",John Porter,84,6SwqPZs0XuSnyqkbnkkAjQ,54,0.517,0.939,2,-4.929,1,0.0441,0.0482,0.000574,0.334,0.487,130.661,audio_features,6SwqPZs0XuSnyqkbnkkAjQ,spotify:track:6SwqPZs0XuSnyqkbnkkAjQ,https://api.spotify.com/v1/tracks/6SwqPZs0XuSnyqkbnkkAjQ,https://api.spotify.com/v1/audio-analysis/6SwqPZs0XuSnyqkbnkkAjQ,131600,4
70,Elvis Presley,Blue Suede Shoes,Carl Perkins,Steve Sholes,56,47gmoUrZV3w20JAnQOZMcO,62,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,audio_features,47gmoUrZV3w20JAnQOZMcO,spotify:track:47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/tracks/47gmoUrZV3w20JAnQOZMcO,https://api.spotify.com/v1/audio-analysis/47gmoUrZV3w20JAnQOZMcO,119200,4
71,Billy Joel,Piano Man,Joel,Michael Stewart,73,70C4NyhjD5OZUMzvWZ3njJ,77,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,audio_features,70C4NyhjD5OZUMzvWZ3njJ,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/tracks/70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/audio-analysis/70C4NyhjD5OZUMzvWZ3njJ,339000,3
72,The Isley Brothers,It's Your Thing,"Rudolph Isley, Ronald lsley, O'Kelly Isley","R. Isley, R. Isley, O. Isley",69,3ZxfehzRtB3oJcBuxWXFZQ,62,0.376,0.67,10,-9.273,1,0.0854,0.0727,2.52e-06,0.0718,0.837,185.503,audio_features,3ZxfehzRtB3oJcBuxWXFZQ,spotify:track:3ZxfehzRtB3oJcBuxWXFZQ,https://api.spotify.com/v1/tracks/3ZxfehzRtB3oJcBuxWXFZQ,https://api.spotify.com/v1/audio-analysis/3ZxfehzRtB3oJcBuxWXFZQ,169293,4
73,Dr. Dre,Nuthin' But a 'G' Thang,Snoop Dogg,Dr. Dre,93,4YtoipFgf4k0AfD17ZfD5X,74,0.801,0.699,11,-8.18,0,0.279,0.00575,0.0,0.146,0.655,94.605,audio_features,4YtoipFgf4k0AfD17ZfD5X,spotify:track:4YtoipFgf4k0AfD17ZfD5X,https://api.spotify.com/v1/tracks/4YtoipFgf4k0AfD17ZfD5X,https://api.spotify.com/v1/audio-analysis/4YtoipFgf4k0AfD17ZfD5X,238467,4
74,"Crosby, Stills and Nash",Suite: Judy Blue Eyes,Stephen Stills,"David Crosby, Stills, Graham Nash",69,2PuUFT13yCzUOZun94WOXv,69,0.451,0.364,9,-13.126,1,0.0436,0.469,0.0,0.197,0.298,154.206,audio_features,2PuUFT13yCzUOZun94WOXv,spotify:track:2PuUFT13yCzUOZun94WOXv,https://api.spotify.com/v1/tracks/2PuUFT13yCzUOZun94WOXv,https://api.spotify.com/v1/audio-analysis/2PuUFT13yCzUOZun94WOXv,444053,4
75,N.W.A,Fuck tha Police,"Ice Cube, MC Ren","Dr. Dre, Yella",89,5n8Aro6j1bEGIy7Tpo7FV7,71,0.859,0.75,8,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691,audio_features,5n8Aro6j1bEGIy7Tpo7FV7,spotify:track:5n8Aro6j1bEGIy7Tpo7FV7,https://api.spotify.com/v1/tracks/5n8Aro6j1bEGIy7Tpo7FV7,https://api.spotify.com/v1/audio-analysis/5n8Aro6j1bEGIy7Tpo7FV7,345717,4
76,The Notorious B.I.G.,Juicy,The Notorious B.I.G.,"Sean ""Puffy"" Combs, Poke",94,5ByAIlEEnxYdvpnezg7HTX,77,0.889,0.816,9,-4.67,1,0.247,0.472,0.0,0.204,0.777,96.056,audio_features,5ByAIlEEnxYdvpnezg7HTX,spotify:track:5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/audio-analysis/5ByAIlEEnxYdvpnezg7HTX,302693,4
77,Don Henley,The Boys of Summer,"Henley, Mike Campbell","Henley, Campbell, Danny Kortchmar, Greg Ladanyi",84,4gvea7UlDkAvsJBPZAd4oB,78,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,4gvea7UlDkAvsJBPZAd4oB,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733,4
78,The Four Tops,Can't Help Myself,"Eddie Holland, Lamont Dozier, Brian Holland","Holland, Dozier, Holland",65,3aSWQJcWnnqgwYbAgidvlV,67,0.686,0.714,0,-4.809,1,0.0287,0.204,0.0,0.0592,0.964,126.736,audio_features,3aSWQJcWnnqgwYbAgidvlV,spotify:track:3aSWQJcWnnqgwYbAgidvlV,https://api.spotify.com/v1/tracks/3aSWQJcWnnqgwYbAgidvlV,https://api.spotify.com/v1/audio-analysis/3aSWQJcWnnqgwYbAgidvlV,163680,4
79,The Coasters,Young Blood,"Jerry Leiber, Mike Stoller, Doc Pomus","Leiber, Stoller",57,55f4JiHsK46ftCjzr5CiKl,40,0.503,0.447,8,-13.25,1,0.27,0.662,1.24e-05,0.341,0.681,111.264,audio_features,55f4JiHsK46ftCjzr5CiKl,spotify:track:55f4JiHsK46ftCjzr5CiKl,https://api.spotify.com/v1/tracks/55f4JiHsK46ftCjzr5CiKl,https://api.spotify.com/v1/audio-analysis/55f4JiHsK46ftCjzr5CiKl,143027,4
80,Little Richard,The Girl Can't Help It,Bobby Troup,"Robert ""Bumps"" Blackwell",57,1NkDAnonseUTjMijcg0Kpy,39,0.542,0.605,0,-10.711,0,0.112,0.424,0.0,0.0832,0.908,174.097,audio_features,1NkDAnonseUTjMijcg0Kpy,spotify:track:1NkDAnonseUTjMijcg0Kpy,https://api.spotify.com/v1/tracks/1NkDAnonseUTjMijcg0Kpy,https://api.spotify.com/v1/audio-analysis/1NkDAnonseUTjMijcg0Kpy,150253,4
81,Bobbie Gentry,Ode to Billie Joe,Gentry,"Kelly Gordon, Bobby Paris",67,4FdDorlbJTVHcH3djLbIfn,57,0.637,0.189,7,-10.726,1,0.0471,0.721,0.0,0.0939,0.695,120.142,audio_features,4FdDorlbJTVHcH3djLbIfn,spotify:track:4FdDorlbJTVHcH3djLbIfn,https://api.spotify.com/v1/tracks/4FdDorlbJTVHcH3djLbIfn,https://api.spotify.com/v1/audio-analysis/4FdDorlbJTVHcH3djLbIfn,255002,4
82,Donna Summer,I Feel Love,"Summer, Giorgio Moroder, Pete Bellotte","Moroder, Bellotte",77,7B7lf3sIze5VR2WuYttn18,66,0.692,0.79,5,-14.065,1,0.0416,0.074,0.711,0.101,0.96,128.13,audio_features,7B7lf3sIze5VR2WuYttn18,spotify:track:7B7lf3sIze5VR2WuYttn18,https://api.spotify.com/v1/tracks/7B7lf3sIze5VR2WuYttn18,https://api.spotify.com/v1/audio-analysis/7B7lf3sIze5VR2WuYttn18,495187,4
83,Pixies,Monkey Gone to Heaven,Black Francis,Gil Norton,89,1lFC3sMgOcDrVzNh8zXRnl,63,0.652,0.388,6,-12.029,0,0.0302,0.0167,0.00076,0.32,0.595,116.433,audio_features,1lFC3sMgOcDrVzNh8zXRnl,spotify:track:1lFC3sMgOcDrVzNh8zXRnl,https://api.spotify.com/v1/tracks/1lFC3sMgOcDrVzNh8zXRnl,https://api.spotify.com/v1/audio-analysis/1lFC3sMgOcDrVzNh8zXRnl,177467,4
84,Aerosmith,Sweet Emotion,"Steven Tyler, Tom Hamilton",Jack Douglas,75,24NwBd5vZ2CK8VOQVnqdxr,76,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,audio_features,24NwBd5vZ2CK8VOQVnqdxr,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,https://api.spotify.com/v1/tracks/24NwBd5vZ2CK8VOQVnqdxr,https://api.spotify.com/v1/audio-analysis/24NwBd5vZ2CK8VOQVnqdxr,274133,4
85,Nirvana,In Bloom,Kurt Cobain,Butch Vig,91,30HCB1FoE77IfGRyNv4eFq,67,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,audio_features,30HCB1FoE77IfGRyNv4eFq,spotify:track:30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq,255080,4
86,Carpenters,We've Only Just Begun,"Paul Williams, Roger Nichols",Jack Daugherty,70,3m167vBQI5YLK0a1m6L6Y1,55,0.376,0.321,9,-11.771,1,0.0297,0.771,3.34e-06,0.103,0.3,86.562,audio_features,3m167vBQI5YLK0a1m6L6Y1,spotify:track:3m167vBQI5YLK0a1m6L6Y1,https://api.spotify.com/v1/tracks/3m167vBQI5YLK0a1m6L6Y1,https://api.spotify.com/v1/audio-analysis/3m167vBQI5YLK0a1m6L6Y1,185160,4
87,Bob Dylan,Visions of Johanna,Dylan,Bob Johnston,66,2rslQV48gNv3r9pPrQFPW1,51,0.59,0.483,9,-10.424,1,0.0339,0.32,0.0,0.0625,0.653,93.427,audio_features,2rslQV48gNv3r9pPrQFPW1,spotify:track:2rslQV48gNv3r9pPrQFPW1,https://api.spotify.com/v1/tracks/2rslQV48gNv3r9pPrQFPW1,https://api.spotify.com/v1/audio-analysis/2rslQV48gNv3r9pPrQFPW1,451133,4
88,Rihanna Featuring Jay-Z,Umbrella,"The-Dream, Kuk Harrell, Jay-Z, Christopher ""Tricky"" Stewart","Harrell, Stewart",07,49FYlytm3dAAraYgpoJZux,81,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4
89,Eddie Cochran,C'mon Everybody,"Cochran, Jerry Capehart",Capehart,58,7ItZM6DMZE2m1X7yIaRxjq,58,0.627,0.7,3,-9.657,1,0.0522,0.121,0.0111,0.188,0.856,175.33,audio_features,7ItZM6DMZE2m1X7yIaRxjq,spotify:track:7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/tracks/7ItZM6DMZE2m1X7yIaRxjq,https://api.spotify.com/v1/audio-analysis/7ItZM6DMZE2m1X7yIaRxjq,118227,4
90,Sly and the Family Stone,Thank You (Falettinme Be Mice Elf Agin),Sly Stone,Stone,70,74iQ3gahRTOGc19bYadBE3,55,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822,audio_features,74iQ3gahRTOGc19bYadBE3,spotify:track:74iQ3gahRTOGc19bYadBE3,https://api.spotify.com/v1/tracks/74iQ3gahRTOGc19bYadBE3,https://api.spotify.com/v1/audio-analysis/74iQ3gahRTOGc19bYadBE3,291320,4
91,The Shirelles,Tonight's the Night,"Luther Dixon, Shirley Owens",Dixon,60,29LaaN4wmDoaUBtCQOoCed,26,0.442,0.532,1,-6.664,1,0.0279,0.453,0.0,0.0397,0.962,156.21,audio_features,29LaaN4wmDoaUBtCQOoCed,spotify:track:29LaaN4wmDoaUBtCQOoCed,https://api.spotify.com/v1/tracks/29LaaN4wmDoaUBtCQOoCed,https://api.spotify.com/v1/audio-analysis/29LaaN4wmDoaUBtCQOoCed,117587,4
92,Metallica,Enter Sandman,"James Hetfield, Lars Ulrich, Kirk Hammett","Bob Rock, Hetfield, Ulrich",91,5BIMPccDwShpXq784RJlJp,75,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,audio_features,5BIMPccDwShpXq784RJlJp,spotify:track:5BIMPccDwShpXq784RJlJp,https://api.spotify.com/v1/tracks/5BIMPccDwShpXq784RJlJp,https://api.spotify.com/v1/audio-analysis/5BIMPccDwShpXq784RJlJp,331573,4
93,Lynyrd Skynyrd,Sweet Home Alabama,"Ed King, Gary Rossington, Ronnie Van Zant",Al Kooper,74,7e89621JPkKaeDSTQ3avtg,84,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,audio_features,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg,283800,4
94,Big Star,Thirteen,"Alex Chilton, Chris Bell",John Fry,72,3BQLTtpQOYGXQY2lT3ZZeU,53,0.457,0.268,0,-14.371,0,0.0319,0.674,5.77e-06,0.11,0.348,117.141,audio_features,3BQLTtpQOYGXQY2lT3ZZeU,spotify:track:3BQLTtpQOYGXQY2lT3ZZeU,https://api.spotify.com/v1/tracks/3BQLTtpQOYGXQY2lT3ZZeU,https://api.spotify.com/v1/audio-analysis/3BQLTtpQOYGXQY2lT3ZZeU,154667,4
95,Blue Öyster Cult,(Don't Fear) the Reaper,Donald Roeser,"Murray Krugman, Sandy Pearlman, David Lucas",76,5QTxFnGygVM4jFQiBovmRo,77,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000211,0.297,0.382,141.47,audio_features,5QTxFnGygVM4jFQiBovmRo,spotify:track:5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/tracks/5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/audio-analysis/5QTxFnGygVM4jFQiBovmRo,308120,4
96,The Shangri-Las,Remember (Walkin' in the Sand),"George ""Shadow"" Morton",Morton,64,4DR1rowKc2WeuCQS7wyQBI,48,0.285,0.513,10,-9.61,1,0.0561,0.733,0.167,0.226,0.369,66.344,audio_features,4DR1rowKc2WeuCQS7wyQBI,spotify:track:4DR1rowKc2WeuCQS7wyQBI,https://api.spotify.com/v1/tracks/4DR1rowKc2WeuCQS7wyQBI,https://api.spotify.com/v1/audio-analysis/4DR1rowKc2WeuCQS7wyQBI,138133,4
97,Elvis Presley,Can't Help Falling in Love,"George Weiss, Hugo Peretti, Luigi Creatore",Joseph Lilley,61,44AyOl4qVkzS48vBsbNXaC,79,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,audio_features,44AyOl4qVkzS48vBsbNXaC,spotify:track:44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,182360,3
98,The Five Stairsteps,O-o-h Child,Stan Vincent,Vincent,70,74JdR9aXE6I74oS1BVRsvb,66,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.369,audio_features,74JdR9aXE6I74oS1BVRsvb,spotify:track:74JdR9aXE6I74oS1BVRsvb,https://api.spotify.com/v1/tracks/74JdR9aXE6I74oS1BVRsvb,https://api.spotify.com/v1/audio-analysis/74JdR9aXE6I74oS1BVRsvb,197160,4
99,The Lovin," Spoonful, 'Summer in the City","John Sebastian, Steve Boone, Mark Sebastian",Erik Jacobsen,66,7AzFID6u1b3zIWbd9pb8Dk,67,0.423,0.681,10,-9.756,1,0.0397,0.0592,0.000177,0.0889,0.559,110.461,audio_features,7AzFID6u1b3zIWbd9pb8Dk,spotify:track:7AzFID6u1b3zIWbd9pb8Dk,https://api.spotify.com/v1/tracks/7AzFID6u1b3zIWbd9pb8Dk,https://api.spotify.com/v1/audio-analysis/7AzFID6u1b3zIWbd9pb8Dk,160307,4
100,The Four Tops,Baby I Need Your Loving,"Brian Holland, Lamont Dozier, Eddie Holland","Holland, Dozier, Holland",64,6ClsM1x4P327baDUXp2Dep,39,0.645,0.727,0,-4.066,0,0.0329,0.516,0.0,0.211,0.751,121.269,audio_features,6ClsM1x4P327baDUXp2Dep,spotify:track:6ClsM1x4P327baDUXp2Dep,https://api.spotify.com/v1/tracks/6ClsM1x4P327baDUXp2Dep,https://api.spotify.com/v1/audio-analysis/6ClsM1x4P327baDUXp2Dep,165520,4
101,The Temptations,Just My Imagination,"Norman Whitfield, Barrett Strong",Whitfield,71,39Bd345OWEhRNyfayhp9gv,65,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,audio_features,39Bd345OWEhRNyfayhp9gv,spotify:track:39Bd345OWEhRNyfayhp9gv,https://api.spotify.com/v1/tracks/39Bd345OWEhRNyfayhp9gv,https://api.spotify.com/v1/audio-analysis/39Bd345OWEhRNyfayhp9gv,228160,4
102,The Police,Roxanne,Sting,The Police,79,3EYOJ48Et32uATr9ZmLnAo,78,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,audio_features,3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo,191947,4
103,Elton John,Tiny Dancer,"John, Bernie Taupin",Gus Dudgeon,71,2TVxnKdb3tqe1nhQWwwZCO,80,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,audio_features,2TVxnKdb3tqe1nhQWwwZCO,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,https://api.spotify.com/v1/tracks/2TVxnKdb3tqe1nhQWwwZCO,https://api.spotify.com/v1/audio-analysis/2TVxnKdb3tqe1nhQWwwZCO,377093,4
104,Eric B. and Rakim,Know You Got Soul,Eric B. and Rakim,Eric B. and Rakim,87,5D2lp16FQ0VIfLGRDn5jcG,45,0.89,0.86,6,-8.755,0,0.231,0.0659,0.000175,0.319,0.763,104.054,audio_features,5D2lp16FQ0VIfLGRDn5jcG,spotify:track:5D2lp16FQ0VIfLGRDn5jcG,https://api.spotify.com/v1/tracks/5D2lp16FQ0VIfLGRDn5jcG,https://api.spotify.com/v1/audio-analysis/5D2lp16FQ0VIfLGRDn5jcG,284467,4
105,"Crosby, Stills, Nash and Young",Ohio,Neil Young,"Crosby, Stills, Nash, Young",70,0ToHhkK4qtwEyKOxhQpMbJ,68,0.445,0.529,0,-10.94,1,0.026,0.261,0.0162,0.184,0.749,79.296,audio_features,0ToHhkK4qtwEyKOxhQpMbJ,spotify:track:0ToHhkK4qtwEyKOxhQpMbJ,https://api.spotify.com/v1/tracks/0ToHhkK4qtwEyKOxhQpMbJ,https://api.spotify.com/v1/audio-analysis/0ToHhkK4qtwEyKOxhQpMbJ,183733,4
106,The Beatles,Ticket to Ride,"John Lennon, Paul McCartney",George Martin,65,7CZiDzGVjUssMSOXrDNYHL,67,0.519,0.85,9,-6.777,1,0.0678,0.0457,0.0,0.233,0.749,123.419,audio_features,7CZiDzGVjUssMSOXrDNYHL,spotify:track:7CZiDzGVjUssMSOXrDNYHL,https://api.spotify.com/v1/tracks/7CZiDzGVjUssMSOXrDNYHL,https://api.spotify.com/v1/audio-analysis/7CZiDzGVjUssMSOXrDNYHL,189680,4
107,The Allman Brothers Band,Whipping Post,Gregg Allman,Tom Dowd,69,701oRFDRzsz3WdhCFOtUJj,60,0.315,0.64,4,-9.256,0,0.0339,0.329,0.341,0.0879,0.583,97.968,audio_features,701oRFDRzsz3WdhCFOtUJj,spotify:track:701oRFDRzsz3WdhCFOtUJj,https://api.spotify.com/v1/tracks/701oRFDRzsz3WdhCFOtUJj,https://api.spotify.com/v1/audio-analysis/701oRFDRzsz3WdhCFOtUJj,317438,4
108,The Verve,Bitter Sweet Symphony,"Mick Jagger, Keith Richards, Richard Ashcroft","The Verve, Christopher Marc Potter, Youth",97,57iDDD9N9tTWe75x6qhStw,79,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,audio_features,57iDDD9N9tTWe75x6qhStw,spotify:track:57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw,357267,4
